"REF_DATE","GEO","DGUID","Percent","Gender (3a)","Age (15A)","First official language spoken (5)","Immigrant and generation status (9)","Visible minority (15)","Highest certificate, diploma or degree (7A)","Census year (4)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Total - Visible minority","Total - Highest certificate, diploma or degree","2006","","0","units","0","","1.1.1.1.1.1.1.1.4","100.0","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Total - Visible minority","No certificate, diploma or degree","2006","","0","units","0","","1.1.1.1.1.1.1.2.4","23.7","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Total - Visible minority","High (secondary) school diploma or equivalency certificate","2006","","0","units","0","","1.1.1.1.1.1.1.3.4","25.6","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Total - Visible minority","Postsecondary certificate or diploma below bachelor level","2006","","0","units","0","","1.1.1.1.1.1.1.4.4","32.6","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Total - Visible minority","Bachelor’s degree or higher","2006","","0","units","0","","1.1.1.1.1.1.1.5.4","18.2","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Total - Visible minority","Bachelor's degree","2006","","0","units","0","","1.1.1.1.1.1.1.6.4","11.6","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Total - Visible minority","University certificate, diploma or degree above bachelor level","2006","","0","units","0","","1.1.1.1.1.1.1.7.4","6.5","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Total visible minority population","Total - Highest certificate, diploma or degree","2006","","0","units","0","","1.1.1.1.1.1.2.1.4","100.0","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Total visible minority population","No certificate, diploma or degree","2006","","0","units","0","","1.1.1.1.1.1.2.2.4","20.2","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Total visible minority population","High (secondary) school diploma or equivalency certificate","2006","","0","units","0","","1.1.1.1.1.1.2.3.4","24.9","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Total visible minority population","Postsecondary certificate or diploma below bachelor level","2006","","0","units","0","","1.1.1.1.1.1.2.4.4","27.0","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Total visible minority population","Bachelor’s degree or higher","2006","","0","units","0","","1.1.1.1.1.1.2.5.4","28.0","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Total visible minority population","Bachelor's degree","2006","","0","units","0","","1.1.1.1.1.1.2.6.4","17.8","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Total visible minority population","University certificate, diploma or degree above bachelor level","2006","","0","units","0","","1.1.1.1.1.1.2.7.4","10.1","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","South Asian","Total - Highest certificate, diploma or degree","2006","","0","units","0","","1.1.1.1.1.1.3.1.4","100.0","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","South Asian","No certificate, diploma or degree","2006","","0","units","0","","1.1.1.1.1.1.3.2.4","20.6","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","South Asian","High (secondary) school diploma or equivalency certificate","2006","","0","units","0","","1.1.1.1.1.1.3.3.4","26.0","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","South Asian","Postsecondary certificate or diploma below bachelor level","2006","","0","units","0","","1.1.1.1.1.1.3.4.4","23.7","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","South Asian","Bachelor’s degree or higher","2006","","0","units","0","","1.1.1.1.1.1.3.5.4","29.7","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","South Asian","Bachelor's degree","2006","","0","units","0","","1.1.1.1.1.1.3.6.4","16.6","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","South Asian","University certificate, diploma or degree above bachelor level","2006","","0","units","0","","1.1.1.1.1.1.3.7.4","13.1","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Chinese","Total - Highest certificate, diploma or degree","2006","","0","units","0","","1.1.1.1.1.1.4.1.4","100.0","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Chinese","No certificate, diploma or degree","2006","","0","units","0","","1.1.1.1.1.1.4.2.4","21.1","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Chinese","High (secondary) school diploma or equivalency certificate","2006","","0","units","0","","1.1.1.1.1.1.4.3.4","24.1","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Chinese","Postsecondary certificate or diploma below bachelor level","2006","","0","units","0","","1.1.1.1.1.1.4.4.4","21.7","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Chinese","Bachelor’s degree or higher","2006","","0","units","0","","1.1.1.1.1.1.4.5.4","33.1","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Chinese","Bachelor's degree","2006","","0","units","0","","1.1.1.1.1.1.4.6.4","21.9","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Chinese","University certificate, diploma or degree above bachelor level","2006","","0","units","0","","1.1.1.1.1.1.4.7.4","11.2","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Black","Total - Highest certificate, diploma or degree","2006","","0","units","0","","1.1.1.1.1.1.5.1.4","100.0","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Black","No certificate, diploma or degree","2006","","0","units","0","","1.1.1.1.1.1.5.2.4","21.5","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Black","High (secondary) school diploma or equivalency certificate","2006","","0","units","0","","1.1.1.1.1.1.5.3.4","25.5","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Black","Postsecondary certificate or diploma below bachelor level","2006","","0","units","0","","1.1.1.1.1.1.5.4.4","37.5","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Black","Bachelor’s degree or higher","2006","","0","units","0","","1.1.1.1.1.1.5.5.4","15.6","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Black","Bachelor's degree","2006","","0","units","0","","1.1.1.1.1.1.5.6.4","9.7","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Black","University certificate, diploma or degree above bachelor level","2006","","0","units","0","","1.1.1.1.1.1.5.7.4","5.8","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Filipino","Total - Highest certificate, diploma or degree","2006","","0","units","0","","1.1.1.1.1.1.6.1.4","100.0","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Filipino","No certificate, diploma or degree","2006","","0","units","0","","1.1.1.1.1.1.6.2.4","10.9","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Filipino","High (secondary) school diploma or equivalency certificate","2006","","0","units","0","","1.1.1.1.1.1.6.3.4","21.1","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Filipino","Postsecondary certificate or diploma below bachelor level","2006","","0","units","0","","1.1.1.1.1.1.6.4.4","34.6","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Filipino","Bachelor’s degree or higher","2006","","0","units","0","","1.1.1.1.1.1.6.5.4","33.4","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Filipino","Bachelor's degree","2006","","0","units","0","","1.1.1.1.1.1.6.6.4","26.6","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Filipino","University certificate, diploma or degree above bachelor level","2006","","0","units","0","","1.1.1.1.1.1.6.7.4","6.8","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Arab","Total - Highest certificate, diploma or degree","2006","","0","units","0","","1.1.1.1.1.1.7.1.4","100.0","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Arab","No certificate, diploma or degree","2006","","0","units","0","","1.1.1.1.1.1.7.2.4","17.6","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Arab","High (secondary) school diploma or equivalency certificate","2006","","0","units","0","","1.1.1.1.1.1.7.3.4","21.6","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Arab","Postsecondary certificate or diploma below bachelor level","2006","","0","units","0","","1.1.1.1.1.1.7.4.4","25.7","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Arab","Bachelor’s degree or higher","2006","","0","units","0","","1.1.1.1.1.1.7.5.4","35.1","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Arab","Bachelor's degree","2006","","0","units","0","","1.1.1.1.1.1.7.6.4","21.1","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Arab","University certificate, diploma or degree above bachelor level","2006","","0","units","0","","1.1.1.1.1.1.7.7.4","14.0","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Latin American","Total - Highest certificate, diploma or degree","2006","","0","units","0","","1.1.1.1.1.1.8.1.4","100.0","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Latin American","No certificate, diploma or degree","2006","","0","units","0","","1.1.1.1.1.1.8.2.4","22.2","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Latin American","High (secondary) school diploma or equivalency certificate","2006","","0","units","0","","1.1.1.1.1.1.8.3.4","26.4","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Latin American","Postsecondary certificate or diploma below bachelor level","2006","","0","units","0","","1.1.1.1.1.1.8.4.4","32.2","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Latin American","Bachelor’s degree or higher","2006","","0","units","0","","1.1.1.1.1.1.8.5.4","19.2","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Latin American","Bachelor's degree","2006","","0","units","0","","1.1.1.1.1.1.8.6.4","11.2","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Latin American","University certificate, diploma or degree above bachelor level","2006","","0","units","0","","1.1.1.1.1.1.8.7.4","8.1","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Southeast Asian","Total - Highest certificate, diploma or degree","2006","","0","units","0","","1.1.1.1.1.1.9.1.4","100.0","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Southeast Asian","No certificate, diploma or degree","2006","","0","units","0","","1.1.1.1.1.1.9.2.4","32.2","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Southeast Asian","High (secondary) school diploma or equivalency certificate","2006","","0","units","0","","1.1.1.1.1.1.9.3.4","28.0","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Southeast Asian","Postsecondary certificate or diploma below bachelor level","2006","","0","units","0","","1.1.1.1.1.1.9.4.4","23.3","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Southeast Asian","Bachelor’s degree or higher","2006","","0","units","0","","1.1.1.1.1.1.9.5.4","16.5","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Southeast Asian","Bachelor's degree","2006","","0","units","0","","1.1.1.1.1.1.9.6.4","11.3","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Southeast Asian","University certificate, diploma or degree above bachelor level","2006","","0","units","0","","1.1.1.1.1.1.9.7.4","5.2","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","West Asian","Total - Highest certificate, diploma or degree","2006","","0","units","0","","1.1.1.1.1.1.10.1.4","100.0","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","West Asian","No certificate, diploma or degree","2006","","0","units","0","","1.1.1.1.1.1.10.2.4","19.2","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","West Asian","High (secondary) school diploma or equivalency certificate","2006","","0","units","0","","1.1.1.1.1.1.10.3.4","25.8","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","West Asian","Postsecondary certificate or diploma below bachelor level","2006","","0","units","0","","1.1.1.1.1.1.10.4.4","23.1","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","West Asian","Bachelor’s degree or higher","2006","","0","units","0","","1.1.1.1.1.1.10.5.4","31.8","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","West Asian","Bachelor's degree","2006","","0","units","0","","1.1.1.1.1.1.10.6.4","18.4","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","West Asian","University certificate, diploma or degree above bachelor level","2006","","0","units","0","","1.1.1.1.1.1.10.7.4","13.4","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Korean","Total - Highest certificate, diploma or degree","2006","","0","units","0","","1.1.1.1.1.1.11.1.4","100.0","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Korean","No certificate, diploma or degree","2006","","0","units","0","","1.1.1.1.1.1.11.2.4","12.1","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Korean","High (secondary) school diploma or equivalency certificate","2006","","0","units","0","","1.1.1.1.1.1.11.3.4","24.9","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Korean","Postsecondary certificate or diploma below bachelor level","2006","","0","units","0","","1.1.1.1.1.1.11.4.4","21.6","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Korean","Bachelor’s degree or higher","2006","","0","units","0","","1.1.1.1.1.1.11.5.4","41.3","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Korean","Bachelor's degree","2006","","0","units","0","","1.1.1.1.1.1.11.6.4","28.1","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Korean","University certificate, diploma or degree above bachelor level","2006","","0","units","0","","1.1.1.1.1.1.11.7.4","13.2","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Japanese","Total - Highest certificate, diploma or degree","2006","","0","units","0","","1.1.1.1.1.1.12.1.4","100.0","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Japanese","No certificate, diploma or degree","2006","","0","units","0","","1.1.1.1.1.1.12.2.4","11.4","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Japanese","High (secondary) school diploma or equivalency certificate","2006","","0","units","0","","1.1.1.1.1.1.12.3.4","25.1","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Japanese","Postsecondary certificate or diploma below bachelor level","2006","","0","units","0","","1.1.1.1.1.1.12.4.4","31.7","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Japanese","Bachelor’s degree or higher","2006","","0","units","0","","1.1.1.1.1.1.12.5.4","31.8","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Japanese","Bachelor's degree","2006","","0","units","0","","1.1.1.1.1.1.12.6.4","22.3","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Japanese","University certificate, diploma or degree above bachelor level","2006","","0","units","0","","1.1.1.1.1.1.12.7.4","9.5","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Visible minority, n.i.e.","Total - Highest certificate, diploma or degree","2006","","0","units","0","","1.1.1.1.1.1.13.1.4","100.0","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Visible minority, n.i.e.","No certificate, diploma or degree","2006","","0","units","0","","1.1.1.1.1.1.13.2.4","24.0","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Visible minority, n.i.e.","High (secondary) school diploma or equivalency certificate","2006","","0","units","0","","1.1.1.1.1.1.13.3.4","29.8","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Visible minority, n.i.e.","Postsecondary certificate or diploma below bachelor level","2006","","0","units","0","","1.1.1.1.1.1.13.4.4","33.0","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Visible minority, n.i.e.","Bachelor’s degree or higher","2006","","0","units","0","","1.1.1.1.1.1.13.5.4","13.2","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Visible minority, n.i.e.","Bachelor's degree","2006","","0","units","0","","1.1.1.1.1.1.13.6.4","8.8","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Visible minority, n.i.e.","University certificate, diploma or degree above bachelor level","2006","","0","units","0","","1.1.1.1.1.1.13.7.4","4.4","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Multiple visible minorities","Total - Highest certificate, diploma or degree","2006","","0","units","0","","1.1.1.1.1.1.14.1.4","100.0","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Multiple visible minorities","No certificate, diploma or degree","2006","","0","units","0","","1.1.1.1.1.1.14.2.4","20.6","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Multiple visible minorities","High (secondary) school diploma or equivalency certificate","2006","","0","units","0","","1.1.1.1.1.1.14.3.4","24.3","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Multiple visible minorities","Postsecondary certificate or diploma below bachelor level","2006","","0","units","0","","1.1.1.1.1.1.14.4.4","29.6","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Multiple visible minorities","Bachelor’s degree or higher","2006","","0","units","0","","1.1.1.1.1.1.14.5.4","25.4","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Multiple visible minorities","Bachelor's degree","2006","","0","units","0","","1.1.1.1.1.1.14.6.4","17.0","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Multiple visible minorities","University certificate, diploma or degree above bachelor level","2006","","0","units","0","","1.1.1.1.1.1.14.7.4","8.4","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Not a visible minority","Total - Highest certificate, diploma or degree","2006","","0","units","0","","1.1.1.1.1.1.15.1.4","100.0","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Not a visible minority","No certificate, diploma or degree","2006","","0","units","0","","1.1.1.1.1.1.15.2.4","24.3","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Not a visible minority","High (secondary) school diploma or equivalency certificate","2006","","0","units","0","","1.1.1.1.1.1.15.3.4","25.7","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Not a visible minority","Postsecondary certificate or diploma below bachelor level","2006","","0","units","0","","1.1.1.1.1.1.15.4.4","33.6","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Not a visible minority","Bachelor’s degree or higher","2006","","0","units","0","","1.1.1.1.1.1.15.5.4","16.4","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Not a visible minority","Bachelor's degree","2006","","0","units","0","","1.1.1.1.1.1.15.6.4","10.5","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Not a visible minority","University certificate, diploma or degree above bachelor level","2006","","0","units","0","","1.1.1.1.1.1.15.7.4","5.9","","","","1"


